NO.1,NO.2,NO.3,NDX
128.159,138.284,132.911,138.284
122.091,131.736,126.265,131.736
117.57,126.859,121.527,126.859
115.894,125.049,119.804,125.049
119.134,128.545,123.166,128.545
124.415,134.245,128.81,134.245
133.721,144.286,138.739,144.286
146.259,157.813,151.711,157.813
154.456,166.658,160.008,166.658
162.403,175.233,168.243,175.233
169.368,182.748,175.551,182.748
174.102,187.857,180.478,187.857
177.442,191.46,184.049,191.46
178.725,192.844,185.529,192.844
182.788,197.229,190.033,197.229
188.913,203.838,196.673,203.838
192.741,207.967,201.178,207.967
196.094,211.585,205.207,211.585
196.329,211.839,205.84,211.839
190.056,205.071,199.178,205.071
181.997,196.375,190.689,196.375
178.953,193.091,187.315,193.091
162.329,175.153,169.331,175.153
143.436,154.768,148.933,154.768
129.151,139.354,133.599,139.354
122.128,131.777,126.074,131.777
119.112,128.523,122.858,128.523
117.504,126.787,121.183,126.787
120.156,129.648,124.048,129.648
128.221,138.351,132.543,138.351
137.333,148.183,142.187,148.183
147.443,159.091,152.703,159.091
153.528,165.656,158.834,165.656
159.044,171.609,164.478,171.609
163.262,176.161,168.764,176.161
168.664,181.989,174.345,181.989
174.383,188.159,180.549,188.159
176.925,190.903,183.457,190.903
180.286,194.528,186.978,194.528
183.2,197.674,190.365,197.674
184.454,199.026,192.192,199.026
184.978,199.592,193.156,199.592
183.289,197.77,191.714,197.77
178.601,192.711,187.002,192.711
175.757,189.642,184.09,189.642
172.913,186.574,181.314,186.574
162.847,175.713,170.453,175.713
147.013,158.627,153.387,158.627
132.441,142.904,137.649,142.904
123.529,133.288,128.108,133.288
117.802,127.108,122.053,127.108
113.714,122.697,117.763,122.697
113.773,122.762,117.738,122.762
112.927,121.849,116.994,121.849
114.763,123.83,119.129,123.83
120.276,129.778,125.551,129.778
135.821,146.552,142.321,146.552
152.059,164.071,159.59,164.071
166.461,179.611,175.197,179.611
176.169,190.087,185.8,190.087
183.322,197.804,193.873,197.804
187.272,202.066,198.26,202.066
190.675,205.738,202.063,205.738
191.386,206.505,203.2,206.505
192.748,207.975,204.505,207.975
188.414,203.299,199.812,203.299
181.934,196.308,192.589,196.308
174.593,188.386,184.577,188.386
169.346,182.725,178.71,182.725
166.584,179.745,175.258,179.745
161.123,173.852,169.68,173.852
151.111,163.05,158.876,163.05
137.016,147.84,143.601,147.84
128.792,138.967,134.694,138.967
125.887,135.833,131.389,135.833
121.096,130.663,126.36,130.663
123.619,133.385,128.92,133.385
129.191,139.398,134.718,139.398
142.373,153.621,148.358,153.621
154.804,167.034,161.255,167.034
165.567,178.647,172.336,178.647
177.885,191.939,184.907,191.939
186.064,200.764,193.38,200.764
193.708,209.012,201.168,209.012
190.877,205.956,198.301,205.956
190.573,205.629,198.01,205.629
191.44,206.564,199.019,206.564
191.923,207.086,200.098,207.086
194.089,209.423,202.701,209.423
195.74,211.203,204.927,211.203
196.775,212.321,206.595,212.321
193.349,208.625,203.253,208.625
188.345,203.224,198.059,203.224
185.743,200.417,195.464,200.417
168.729,182.059,177.226,182.059
150.895,162.816,157.831,162.816
141.03,152.172,146.859,152.172
133.213,143.738,138.326,143.738
127.488,137.56,132.205,137.56
125.83,135.77,130.441,135.77
128.099,138.22,132.828,138.22
133.389,143.928,138.433,143.928
140.875,152.004,146.449,152.004
159.092,171.66,165.494,171.66
172.832,186.487,179.899,186.487
188.191,203.058,196.006,203.058
198.005,213.648,206.611,213.648
206.618,222.941,216.068,222.941
209.909,226.493,220.005,226.493
216.102,233.175,226.592,233.175
219.311,236.636,230.17,236.636
223.12,240.746,234.508,240.746
225.397,243.204,237.444,243.204
224.943,242.715,237.613,242.715
221.928,239.46,234.617,239.46
212.413,229.195,224.503,229.195
199.431,215.186,210.536,215.186
193.602,208.897,204.027,208.897
178.643,192.757,187.643,192.757
158.256,170.759,165.671,170.759
144.567,155.989,150.738,155.989
131.88,142.299,137.159,142.299
124.927,134.797,129.703,134.797
121.716,131.331,126.151,131.331
117.414,126.69,121.741,126.69
116.628,125.841,121.005,125.841
117.767,127.071,122.429,127.071
129.153,139.356,134.777,139.356
148.628,160.369,155.435,160.369
163.987,176.942,172.015,176.942
179.116,193.266,188.408,193.266
190.92,206.003,201.096,206.003
197.366,212.958,208.466,212.958
202.751,218.769,214.425,218.769
207.796,224.212,219.944,224.212
211.008,227.679,223.566,227.679
216.854,233.985,229.915,233.985
216.602,233.714,229.911,233.714
212.344,229.12,225.454,229.12
202.83,218.854,215.192,218.854
190.112,205.131,201.52,205.131
182.784,197.225,193.509,197.225
167.194,180.402,176.568,180.402
150.589,162.485,158.482,162.485
133.657,144.216,140.22,144.216
123.019,132.738,128.713,132.738
115.718,124.86,120.802,124.86
110.886,119.647,115.507,119.647
109.812,118.487,114.29,118.487
109.702,118.369,114.103,118.369
108.528,117.101,113.177,117.101
122.526,132.205,128.161,132.205
140.667,151.781,147.706,151.781
159.698,172.314,168.387,172.314
175.558,189.427,185.545,189.427
190.57,205.625,201.603,205.625
201.77,217.71,213.732,217.71
210.374,226.993,223.274,226.993
215.771,232.817,229.236,232.817
223.473,241.127,237.55,241.127
229.737,247.887,244.145,247.887
231.888,250.207,246.529,250.207
230.801,249.034,245.478,249.034
223.428,241.08,237.421,241.08
214.902,231.879,228.192,231.879
209.163,225.688,221.639,225.688
189.456,204.424,200.117,204.424
168.292,181.587,176.904,181.587
152.335,164.369,159.405,164.369
142.563,153.826,148.669,153.826
135.662,146.38,141.17,146.38
132.558,143.03,137.779,143.03
133.075,143.589,138.279,143.589
141.699,152.893,147.166,152.893
149.641,161.463,155.558,161.463
165.501,178.576,171.94,178.576
182.327,196.731,189.496,196.731
198.989,214.709,207.157,214.709
217.753,234.955,227.262,234.955
233.074,251.487,243.922,251.487
245.745,265.16,257.797,265.16
256.034,276.261,268.897,276.261
264.074,284.936,277.43,284.936
270.053,291.388,283.595,291.388
273.692,295.314,288.248,295.314
274.1,295.755,289.077,295.755
268.385,289.587,284.128,289.587
259.55,280.055,274.714,280.055
250.998,270.828,265.364,270.828
243.211,262.426,256.712,262.426
220.729,238.167,232.272,238.167
194.641,210.018,204.075,210.018
177.629,191.662,185.546,191.662
167.122,180.326,174.07,180.326
159.575,172.181,165.947,172.181
154.638,166.854,160.654,166.854
154.907,167.146,160.856,167.146
159.085,171.653,165.24,171.653
169.579,182.977,176.177,182.977
184.97,199.583,192.196,199.583
194.714,210.097,202.691,210.097
206.393,222.698,215.189,222.698
211.731,228.458,221.702,228.458
218.513,235.775,229.224,235.775
219.632,236.984,230.612,236.984
228.791,246.867,239.511,246.867
236.462,255.143,247.09,255.143
249.085,268.764,260.665,268.764
254.761,274.887,267.384,274.887
254.86,274.994,268.15,274.994
252.495,272.443,265.846,272.443
245.025,264.383,257.86,264.383
238.473,257.312,250.902,257.312
233.237,251.663,245.13,251.663
211.488,228.195,221.782,228.195
190.317,205.352,198.718,205.352
174.814,188.625,181.913,188.625
166.744,179.918,173.051,179.918
158.464,170.984,164.267,170.984
154.961,167.203,160.568,167.203
155.511,167.797,161.098,167.797
160.953,173.669,166.711,173.669
171.764,185.333,178.114,185.333
185.623,200.287,192.69,200.287
195.141,210.558,202.481,210.558
204.573,220.735,212.494,220.735
210.989,227.657,219.59,227.657
215.11,232.105,223.957,232.105
215.537,232.565,224.612,232.565
222.172,239.725,231.892,239.725
225.515,243.332,235.235,243.332
230.271,248.463,239.469,248.463
230.663,248.885,239.895,248.885
230.351,248.549,240.16,248.549
233.315,251.748,243.81,251.748
228.62,246.681,239.253,246.681
218.651,235.924,228.951,235.924
212.019,228.769,222.301,228.769
192.561,207.773,201.406,207.773
172.064,185.658,179.246,185.658
155.916,168.234,161.792,168.234
147.704,159.373,152.886,159.373
140.566,151.671,145.263,151.671
135.282,145.97,139.817,145.97
137.291,148.137,141.937,148.137
142.81,154.092,147.724,154.092
152.114,164.132,157.551,164.132
163.649,176.578,169.677,176.578
176.669,190.626,183.101,190.626
184.526,199.104,191.313,199.104
192.232,207.419,199.537,207.419
198.627,214.318,206.5,214.318
206.333,222.633,214.764,222.633
211.069,227.744,219.892,227.744
215.715,232.756,224.93,232.756
220.696,238.132,230.549,238.132
222.993,240.609,233.438,240.609
221.39,238.881,232.173,238.881
218.294,235.539,229.123,235.539
210.421,227.044,220.775,227.044
202.663,218.674,212.699,218.674
199.757,215.538,209.635,215.538
181.464,195.799,189.932,195.799
161.197,173.932,167.844,173.932
147.871,159.554,153.3,159.554
137.645,148.519,142.381,148.519
133.489,144.034,137.809,144.034
129.977,140.246,134.137,140.246
132.669,143.151,136.919,143.151
139.269,150.271,143.838,150.271
147.302,158.94,152.39,158.94
161.453,174.209,167.081,174.209
173.1,186.776,179.137,186.776
181.921,196.293,188.522,196.293
194.201,209.543,201.438,209.543
202.205,218.179,210.007,218.179
206.05,222.328,214.298,222.328
205.139,221.345,213.702,221.345
201.653,217.583,210.239,217.583
200.977,216.854,209.716,216.854
200.457,216.294,209.567,216.294
200.532,216.375,210.041,216.375
197.688,213.305,207.327,213.305
194.372,209.728,203.6,209.728
188.746,203.658,197.563,203.658
184.99,199.605,193.724,199.605
172.222,185.828,179.974,185.828
153.443,165.565,159.924,165.565
140.066,151.132,145.314,151.132
130.514,140.824,135.122,140.824
124.562,134.402,128.827,134.402
121.27,130.85,125.306,130.85
120.082,129.569,124.064,129.569
120.723,130.26,124.815,130.26
122.446,132.119,126.95,132.119
134.028,144.617,139.394,144.617
147.993,159.685,154.205,159.685
162.441,175.274,169.658,175.274
173.396,187.095,181.374,187.095
183.932,198.464,192.563,198.464
191.22,206.326,200.512,206.326
195.87,211.344,205.726,211.344
202.02,217.98,212.552,217.98
208.447,224.914,219.566,224.914
211.624,228.342,223.261,228.342
211.81,228.544,223.634,228.544
207.061,223.419,218.596,223.419
198.513,214.196,209.362,214.196
192.636,207.854,202.961,207.854
191.034,206.126,201.07,206.126
175.489,189.354,184.328,189.354
159.66,172.273,167.16,172.273
146.3,157.859,152.686,157.859
134.96,145.622,140.531,145.622
129.141,139.344,134.153,139.344
124.976,134.85,129.619,134.85
123.14,132.869,127.541,132.869
121.39,130.981,125.788,130.981
123.087,132.811,127.648,132.811
134.892,145.548,140.41,145.548
155.937,168.257,162.974,168.257
175.052,188.881,183.514,188.881
192.357,207.554,201.851,207.554
205.46,221.691,216.039,221.691
213.64,230.517,225.432,230.517
220.927,238.38,233.349,238.38
224.938,242.709,237.878,242.709
227.591,245.571,241.005,245.571
231.104,249.362,244.92,249.362
231.189,249.454,245.262,249.454
216.468,233.569,230.362,233.569
205.998,222.273,218.792,222.273
202.325,218.31,214.185,218.31
197.035,212.602,208.111,212.602
181.726,196.083,191.077,196.083
165.267,178.323,172.865,178.323
151.468,163.434,157.787,163.434
144.787,156.225,150.324,156.225
139.836,150.884,144.922,150.884
138.047,148.952,142.938,148.952
140.153,151.225,145.097,151.225
147.534,159.19,152.87,159.19
159.039,171.604,164.901,171.604
174.552,188.341,180.984,188.341
187.385,202.188,194.415,202.188
202.225,218.201,209.958,218.201
215.967,233.029,224.748,233.029
227.152,245.098,237.04,245.098
237.072,255.802,247.745,255.802
241.993,261.111,253.076,261.111
245.43,264.82,255.542,264.82
246.402,265.869,255.989,265.869
249.318,269.015,259.116,269.015
249.167,268.852,259.576,268.852
238.998,257.88,249.719,257.88
227.737,245.729,238.194,245.729
218.294,235.539,228.178,235.539
212.387,229.167,221.886,229.167
192.337,207.533,200.43,207.533
173.467,187.172,179.963,187.172
156.687,169.066,162.077,169.066
147.988,159.679,152.823,159.679
142.127,153.355,146.647,153.355
137.765,148.649,142.126,148.649
138.144,149.057,142.632,149.057
145.551,157.049,150.441,157.049
154.719,166.942,160.146,166.942
167.755,181.008,173.757,181.008
180.947,195.242,187.275,195.242
195.134,210.549,202.019,210.549
207.544,223.941,215.322,223.941
220.076,237.463,228.677,237.463
228.328,246.367,237.849,246.367
239.543,258.468,249.934,258.468
246.634,266.119,257.861,266.119
255.111,275.265,267.212,275.265
259.253,279.735,272.151,279.735
259.678,280.193,272.81,280.193
254.165,274.245,266.984,274.245
243.009,262.207,255.346,262.207
236.378,255.052,248.301,255.052
229.146,247.25,240.471,247.25
207.94,224.368,217.641,224.368
187.048,201.826,195.136,201.826
172.727,186.372,179.603,186.372
161.604,174.372,167.756,174.372
156.687,169.066,162.534,169.066
153.509,165.636,159.176,165.636
153.113,165.21,158.78,165.21
160.225,172.884,166.152,172.884
169.275,182.649,175.646,182.649
178.95,193.087,185.886,193.087
184.626,199.211,191.586,199.211
196.93,212.488,204.159,212.488
215.786,232.834,223.989,232.834
222.851,240.456,232.195,240.456
228.643,246.707,238.804,246.707
236.306,254.975,247.13,254.975
242.902,262.091,254.309,262.091
249.426,269.132,261.503,269.132
253.593,273.628,266.376,273.628
256.55,276.819,269.642,276.819
249.819,269.555,262.816,269.555
239.773,258.715,252.207,258.715
231.925,250.248,243.831,250.248
225.531,243.348,236.929,243.348
204.311,220.452,214.041,220.452
183.053,197.514,190.962,197.514
166.903,180.089,173.487,180.089
157.323,169.752,163.073,169.752
151.062,162.997,156.362,162.997
148.593,160.332,153.644,160.332
149.629,161.449,154.724,161.449
154.813,167.043,160.324,167.043
166.633,179.797,172.572,179.797
181.293,195.616,187.828,195.616
191.82,206.974,198.835,206.974
200.056,215.861,207.805,215.861
209.17,225.695,217.392,225.695
221.56,239.063,230.214,239.063
228.631,246.693,238.248,246.693
233.421,251.861,243.951,251.861
228.84,246.919,237.698,246.919
231.315,249.589,239.746,249.589
236.523,255.208,245.565,255.208
235.482,254.085,245.562,254.085
230.685,248.909,241.418,248.909
223.111,240.738,233.867,240.738
213.8,230.691,224.376,230.691
206.307,222.605,216.267,222.605
191.54,206.672,200.184,206.672
171.94,185.523,179.2,185.523
160.526,173.207,166.693,173.207
152.111,164.129,157.74,164.129
144.525,155.942,149.782,155.942
144.253,155.65,149.411,155.65
142.722,153.997,147.891,153.997
147.702,159.37,153.217,159.37
157.197,169.616,163.147,169.616
168.302,181.598,174.632,181.598
175.012,188.839,181.462,188.839
180.793,195.075,187.538,195.075
185.962,200.654,193.086,200.654
190.281,205.314,197.58,205.314
195.156,210.574,202.94,210.574
198.098,213.749,206.391,213.749
203.141,219.19,212.056,219.19
205.539,221.778,214.915,221.778
206.11,222.394,215.882,222.394
204.75,220.925,215.019,220.925
196.521,212.046,206.502,212.046
189.462,204.429,198.611,204.429
182.018,196.398,190.518,196.398
177.091,191.081,185.374,191.081
163.77,176.709,170.937,176.709
146.358,157.921,152.357,157.921
133.741,144.307,138.77,144.307
123.748,133.525,128.166,133.525
119.062,128.469,123.247,128.469
116.645,125.861,120.61,125.861
113.554,122.524,117.472,122.524
116.561,125.77,120.598,125.77
116.608,125.821,120.973,125.821
124.631,134.477,129.739,134.477
139.338,150.347,145.349,150.347
150.697,162.603,157.437,162.603
158.385,170.898,165.588,170.898
164.661,177.669,172.166,177.669
167.644,180.888,175.547,180.888
168.934,182.281,177.126,182.281
174.613,188.408,183.175,188.408
180.574,194.84,189.544,194.84
184.278,198.836,193.665,198.836
186.384,201.108,196.057,201.108
183.018,197.476,192.702,197.476
175.24,189.085,184.41,189.085
170.193,183.638,178.797,183.638
165.417,178.486,173.77,178.486
154.748,166.974,162.033,166.974
138.225,149.145,144.386,149.145
124.77,134.627,129.89,134.627
116.431,125.629,120.909,125.629
112.116,120.974,116.277,120.974
108.66,117.244,112.578,117.244
107.067,115.525,110.919,115.525
108.796,117.392,112.702,117.392
109.681,118.345,113.917,118.345
118.515,127.878,123.604,127.878
132.68,143.163,138.832,143.163
146.647,158.232,153.775,158.232
156.861,169.254,164.61,169.254
165.022,178.06,173.184,178.06
171.14,184.66,179.684,184.66
175.31,189.159,184.115,189.159
179.489,193.67,188.591,193.67
183.038,197.498,192.338,197.498
188.435,203.322,198.37,203.322
190.918,206.001,201.445,206.001
190.106,205.125,200.844,205.125
186.323,201.043,196.641,201.043
181.749,196.107,191.531,196.107
177.815,191.863,187.131,191.863
162.174,174.986,169.893,174.986
143.039,154.339,149.112,154.339
130.821,141.156,135.746,141.156
123.928,133.718,128.237,133.718
118.633,128.006,122.706,128.006
118.877,128.269,122.867,128.269
121.097,130.664,125.192,130.664
130.34,140.638,134.856,140.638
140.054,151.119,145.096,151.119
151.831,163.825,157.252,163.825
158.489,171.01,164.008,171.01
165.03,178.067,170.838,178.067
173.352,187.047,179.507,187.047
182.24,196.638,188.827,196.638
190.633,205.693,197.588,205.693
194.968,210.37,202.213,210.37
200.757,216.618,208.713,216.618
204.959,221.151,213.626,221.151
206.366,222.669,215.795,222.669
208.085,224.525,218.432,224.525
205.146,221.353,215.744,221.353
198.957,214.676,208.97,214.676
195.355,210.788,204.712,210.788
190.263,205.294,199.209,205.294
172.713,186.358,180.216,186.358
155.211,167.472,161.144,167.472
141.783,152.985,146.696,152.985
132.95,143.454,137.28,143.454
129.128,139.33,133.233,139.33
126.577,136.576,130.569,136.576
128.32,138.458,132.481,138.458
137.638,148.511,142.104,148.511
145.97,157.501,151.008,157.501
157.321,169.75,162.837,169.75
165.215,178.267,170.756,178.267
173.01,186.679,178.619,186.679
181.34,195.667,187.329,195.667
193.64,208.938,200.175,208.938
203.53,219.61,210.897,219.61
210.893,227.554,218.872,227.554
208.544,225.019,217.195,225.019
205.476,221.71,214.164,221.71
200.492,216.332,209.136,216.332
200.598,216.445,209.964,216.445
196.892,212.446,206.573,212.446
191.948,207.112,201.351,207.112
190.726,205.793,199.716,205.793
186.552,201.291,195.283,201.291
170.269,183.72,177.64,183.72
154.411,166.609,160.388,166.609
142.661,153.932,147.659,153.932
135.119,145.794,139.624,145.794
132.115,142.553,136.338,142.553
129.456,139.683,133.587,139.683
129.725,139.974,133.987,139.974
136.684,147.482,141.368,147.482
148.93,160.695,154.176,160.695
156.811,169.2,162.431,169.2
163.388,176.297,169.096,176.297
167.553,180.789,173.292,180.789
174.809,188.619,180.903,188.619
181.921,196.293,188.419,196.293
190.626,205.685,197.548,205.685
198.928,214.643,206.305,214.643
207.297,223.674,215.281,223.674
209.914,226.497,218.645,226.497
210.511,227.141,220.014,227.141
209.604,226.164,219.749,226.164
207.359,223.74,217.598,223.74
203.204,219.258,213.105,219.258
200.633,216.483,210.198,216.483
197.849,213.48,207.065,213.48
180.799,195.082,188.696,195.082
162.897,175.766,169.266,175.766
151.226,163.174,156.739,163.174
145.102,156.565,149.967,156.565
139.757,150.799,144.334,150.799
138.504,149.447,142.957,149.447
137.961,148.861,142.512,148.861
145.554,157.053,150.392,157.053
155.975,168.298,161.466,168.298
166.169,179.296,172.103,179.296
179.954,194.17,186.23,194.17
188.396,203.279,195.403,203.279
201.449,217.363,209.379,217.363
214.163,231.083,222.79,231.083
222.328,239.893,232.082,239.893
230.524,248.736,240.98,248.736
237.091,255.822,248.196,255.822
240.353,259.341,251.956,259.341
240.257,259.238,252.525,259.238
244.822,264.164,257.688,264.164
242.487,261.644,255.374,261.644
232.227,250.574,244.591,250.574
224.837,242.599,236.399,242.599
218.143,235.376,229.224,235.376
196.858,212.41,206.109,212.41
176.476,190.418,184.083,190.418
161.602,174.368,167.857,174.368
150.977,162.905,156.449,162.905
145.214,156.686,150.229,156.686
142.596,153.862,147.397,153.862
144.244,155.639,149.14,155.639
149.985,161.834,155.146,161.834
160.053,172.698,165.7,172.698
171.794,185.367,177.91,185.367
183.843,198.366,190.39,198.366
197.007,212.57,204.337,212.57
211.535,228.246,219.909,228.246
225.565,243.386,234.877,243.386
237.467,256.227,247.844,256.227
244.455,263.767,255.577,263.767
241.9,261.011,253.549,261.011
223.583,241.247,235.396,241.247
210.124,226.724,221.272,226.724
204.654,220.822,214.446,220.822
198.95,214.668,208.835,214.668
193.827,209.14,203.301,209.14
190.537,205.59,199.652,205.59
186.388,201.113,195.135,201.113
174.449,188.231,182.198,188.231
157.173,169.59,163.731,169.59
146.538,158.114,152.217,158.114
136.973,147.795,142.032,147.795
131.97,142.395,136.644,142.395
126.784,136.801,131.22,136.801
125.656,135.584,130.027,135.584
129.452,139.68,133.91,139.68
130.955,141.3,135.736,141.3
140.773,151.895,146.287,151.895
157.637,170.09,164.123,170.09
175.027,188.854,182.412,188.854
191.291,206.403,199.955,206.403
201.949,217.903,211.594,217.903
212.546,229.337,223.292,229.337
222.265,239.824,233.706,239.824
227.913,245.918,239.82,245.918
232.052,250.384,244.609,250.384
233.477,251.923,246.591,251.923
233.983,252.469,247.382,252.469
226.513,244.407,239.703,244.407
216.783,233.909,229.222,233.909
210.932,227.597,222.861,227.597
205.009,221.206,216.216,221.206
190.499,205.548,200.3,205.548
171.231,184.758,179.616,184.758
157.934,170.412,165.09,170.412
145.479,156.973,151.814,156.973
137.067,147.896,142.903,147.896
134.374,144.989,139.785,144.989
130.896,141.237,135.996,141.237
131.39,141.77,136.425,141.77
132.738,143.224,137.99,143.224
137.472,148.332,143.562,148.332
152.016,164.026,159.523,164.026
167.267,180.481,176.192,180.481
175.139,188.975,185.053,188.975
185.29,199.929,196.005,199.929
196.032,211.518,207.726,211.518
201.574,217.499,213.68,217.499
206.425,222.733,218.581,222.733
212.065,228.818,224.043,228.818
206.658,222.985,218.85,222.985
195.59,211.043,207.696,211.043
194.501,209.868,206.098,209.868
187.242,202.035,198.296,202.035
189.271,204.223,199.938,204.223
184.974,199.588,194.98,199.588
168.786,182.12,177.338,182.12
155.843,168.154,162.952,168.154
142.812,154.095,148.819,154.095
134.953,145.614,140.286,145.614
132.851,143.347,137.846,143.347
131.564,141.957,136.404,141.957
134.557,145.188,139.506,145.188
143.949,155.322,149.308,155.322
157.421,169.857,163.41,169.857
167.51,180.743,173.903,180.743
179.127,193.279,185.898,193.279
184.672,199.262,192.05,199.262
197.176,212.754,205.036,212.754
206.736,223.068,215.17,223.068
215.56,232.589,224.455,232.589
225.002,242.778,234.407,242.778
231.154,249.415,241.131,249.415
238.893,257.767,249.989,257.767
245.4,264.788,257.479,264.788
249.289,268.983,262.324,268.983
244.262,263.559,257.495,263.559
235.946,254.587,248.589,254.587
229.307,247.422,241.182,247.422
220.908,238.36,232.073,238.36
199.259,215.001,208.656,215.001
179.215,193.373,186.895,193.373
163.602,176.527,169.938,176.527
152.79,164.86,158.37,164.86
146.728,158.319,151.922,158.319
144.846,156.29,149.808,156.29
143.954,155.326,148.942,155.326
149.901,161.743,155.172,161.743
160.071,172.716,165.829,172.716
173.554,187.265,180.041,187.265
184.902,199.51,191.854,199.51
199.29,215.034,207.075,215.034
211.132,227.812,219.858,227.812
223.584,241.247,233.402,241.247
232.791,251.183,243.333,251.183
240.211,259.188,251.269,259.188
246.471,265.942,258.019,265.942
254.496,274.601,266.837,274.601
258.763,279.206,271.746,279.206
261.043,281.665,274.6,281.665
256.613,276.885,270.306,276.885
246.286,265.744,259.332,265.744
234.25,252.756,246.557,252.756
222.197,239.751,233.428,239.751
198.551,214.237,207.883,214.237
175.528,189.396,182.945,189.396
159.512,172.113,165.519,172.113
150.377,162.258,155.641,162.258
143.648,154.997,148.398,154.997
140.196,151.271,144.809,151.271
140.142,151.214,144.839,151.214
146.669,158.257,151.632,158.257
156.409,168.765,161.946,168.765
169.441,182.827,175.517,182.827
180.251,194.491,186.76,194.491
196.811,212.36,204.014,212.36
214.146,231.063,222.499,231.063
229.82,247.976,239.287,247.976
242.731,261.908,253.175,261.908
252.826,272.8,264.001,272.8
259.915,280.449,271.748,280.449
265.171,286.12,277.606,286.12
269.671,290.976,282.511,290.976
270.36,291.72,283.803,291.72
268.425,289.632,282.671,289.632
254.95,275.091,268.413,275.091
243.965,263.238,256.61,263.238
234.458,252.981,246.269,252.981
209.505,226.057,219.477,226.057
186.301,201.019,194.406,201.019
170.53,184.002,177.291,184.002
160.511,173.191,166.382,173.191
152.526,164.575,157.836,164.575
148.797,160.552,153.867,160.552
148.13,159.833,153.186,159.833
154.52,166.727,159.823,166.727
163.925,176.875,169.891,176.875
177.299,191.307,183.844,191.307
189.616,204.596,196.606,204.596
206.139,222.424,213.882,222.424
225.204,242.995,234.154,242.995
240.642,259.654,250.933,259.654
254.532,274.641,265.888,274.641
262.649,283.399,274.769,283.399
270.045,291.38,282.724,291.38
276.142,297.957,289.146,297.957
279.925,302.039,293.561,302.039
279.961,302.078,294.188,302.078
276.715,298.577,291.922,298.577
262.053,282.756,276.108,282.756
254.15,274.229,267.434,274.229
243.16,262.37,255.629,262.37
219.969,237.347,230.435,237.347
196.232,211.734,204.759,211.734
178.646,192.759,185.899,192.759
166.622,179.785,172.996,179.785
161.712,174.487,167.552,174.487
157.885,170.358,163.364,170.358
155.529,167.816,160.969,167.816
161.561,174.324,167.176,174.324
170.09,183.527,176.183,183.527
185.693,200.364,192.526,200.364
200.237,216.057,207.585,216.057
216.698,233.817,224.955,233.817
234.204,252.707,243.725,252.707
251.204,271.049,262.068,271.049
260.019,280.561,272.035,280.561
258.447,278.864,271.16,278.864
256.453,276.713,269.128,276.713
261.995,282.693,274.349,282.693
261.664,282.337,273.425,282.337
257.413,277.75,269.703,277.75
249.12,268.802,260.763,268.802
237.475,256.237,248.453,256.237
230.232,248.421,240.67,248.421
223.144,240.772,232.926,240.772
204.148,220.276,212.787,220.276
182.186,196.58,189.613,196.58
166.326,179.467,172.746,179.467
154.8,167.029,160.418,167.029
145.203,156.675,150.417,156.675
140.941,152.076,145.888,152.076
139.472,150.491,144.331,150.491
141.609,152.797,146.537,152.797
143.337,154.661,148.624,154.661
150.657,162.559,156.716,162.559
168.733,182.063,176.211,182.063
189.776,204.769,198.632,204.769
211.342,228.038,221.477,228.038
226.223,244.096,237.792,244.096
239.831,258.778,252.451,258.778
246.777,266.272,260.23,266.272
252.03,271.94,265.915,271.94
255.575,275.766,269.726,275.766
255.907,276.124,270.312,276.124
253.436,273.458,267.757,273.458
245.693,265.104,259.986,265.104
236.071,254.721,249.592,254.721
227.511,245.485,240.478,245.485
218.637,235.91,230.795,235.91
199.919,215.712,210.573,215.712
179.602,193.79,188.718,193.79
164.384,177.371,172.239,177.371
153.85,166.005,160.793,166.005
144.427,155.836,150.804,155.836
138.072,148.981,144.009,148.981
136.793,147.599,142.532,147.599
136.281,147.048,141.958,147.048
138.523,149.467,144.368,149.467
145.559,157.059,152.097,157.059
161.183,173.916,169.064,173.916
175.257,189.103,184.246,189.103
188.806,203.723,198.685,203.723
204.477,220.631,215.415,220.631
208.809,225.306,220.241,225.306
209.595,226.154,220.63,226.154
206.991,223.343,218.046,223.343
204.955,221.146,215.88,221.146
200.24,216.059,211.096,216.059
197.739,213.361,208.643,213.361
193.04,208.291,203.694,208.291
189.114,204.054,199.718,204.054
190.09,205.107,200.486,205.107
184.939,199.549,194.46,199.549
172.337,185.952,180.645,185.952
159.174,171.75,166.201,171.75
147.875,159.558,153.93,159.558
143.082,154.385,148.613,154.385
142.186,153.418,147.46,153.418
141.02,152.16,146.129,152.16
142.567,153.83,147.799,153.83
151.864,163.862,157.493,163.862
165.654,178.742,171.923,178.742
177.9,191.954,184.765,191.954
191.582,206.718,198.778,206.718
206.549,222.867,214.375,222.867
224.84,242.603,233.773,242.603
240.807,259.831,251.183,259.831
250.024,269.777,261.64,269.777
260.236,280.795,272.545,280.795
265.206,286.158,277.987,286.158
268.803,290.039,281.983,290.039
271.29,292.723,285.106,292.723
274.716,296.419,289.154,296.419
272.263,293.773,287.279,293.773
261.959,282.655,276.585,282.655
255.934,276.153,270.006,276.153
246.283,265.739,259.342,265.739
222.78,240.38,233.841,240.38
201.455,217.371,210.679,217.371
184.667,199.257,192.487,199.257
173.737,187.462,180.676,187.462
166.91,180.096,173.315,180.096
163.907,176.856,169.979,176.856
162.95,175.824,168.959,175.824
168.522,181.836,174.745,181.836
177.389,191.403,184.114,191.403
189.181,204.127,196.466,204.127
204.984,221.178,212.876,221.178
